Sample_num,Task_number,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,Timestamp
4553.0,1,4744309.25128712,4694833.49239011,4824303.70168718,4786556.56235864,4650057.81347681,4761375.7123564,4692844.45613085,4775640.2296289,1686223225.167609
4554.0,1,4744099.89025094,4694610.39257998,4824084.53453508,4786323.8025985,4649840.86993222,4761161.794197,4692627.70536101,4775439.20323029,1686223225.167639
4555.0,1,4744055.05405414,4694559.12376874,4824055.88270559,4786302.56571652,4649831.18585193,4761176.55667031,4692702.44370822,4775447.73611665,1686223225.167671
4556.0,1,4744504.98933211,4695010.1636047,4824479.42812802,4786745.61836313,4650271.24173791,4761619.02485612,4693145.74192257,4775910.03098872,1686223225.167712
4557.0,1,4743293.90575601,4693820.63104701,4823274.49189468,4785507.83599724,4648996.61073385,4760333.50821663,4691809.19708038,4774614.74071443,1686223225.167745
4558.0,1,4744761.52220075,4695268.91065984,4824764.94801775,4787043.56392197,4650539.35328367,4761869.60943421,4693394.96142737,4776127.47279833,1686223225.16778
4559.0,1,4746878.5540751,4697378.95995166,4826858.9641458,4789170.35957038,4652709.05348826,4764062.28813668,4695658.69643731,4778353.63294173,1686223225.16782
4560.0,1,4743107.54996901,4693632.38314739,4823089.43495788,4785360.03104522,4648890.274145,4760235.15972784,4691792.66644721,4774500.11623778,1686223225.167871
4561.0,1,4742647.58535192,4693156.5542116,4822602.71066793,4784863.80824677,4648389.83000555,4759729.27812494,4691263.23941841,4773973.23462926,1686223225.167909
4562.0,1,4743563.11951115,4694073.07149629,4823521.69684693,4785817.92998606,4649324.62075216,4760639.13600563,4692157.60214792,4774905.45293317,1686223225.16795
4563.0,1,4743782.31332809,4694301.79070436,4823790.86847796,4786100.26370112,4649649.52122275,4760961.71316499,4692522.08572914,4775192.81150829,1686223225.167991
4564.0,1,4743823.04109052,4694385.1495962,4823895.73789831,4786167.81914723,4649700.60565544,4761002.64752768,4692517.14805228,4775241.71507197,1686223225.168033
4565.0,1,4743898.95025949,4694447.32575396,4823943.78872978,4786232.24167343,4649766.81230532,4761087.44066373,4692612.87650685,4775307.32268004,1686223225.214165
4566.0,1,4744343.27921637,4694885.40554881,4824386.12629759,4786679.08741507,4650236.3142931,4761578.79501903,4693133.30857009,4775792.22898138,1686223225.214193
4567.0,1,4743743.24549403,4694321.88214702,4823834.91981842,4786115.13501276,4649653.62291325,4760983.82488137,4692477.4923323,4775182.20691463,1686223225.214214
4568.0,1,4744033.05805362,4694590.93365934,4824148.9086734,4786431.11026974,4649962.58169317,4761250.10504681,4692705.37710406,4775447.79156853,1686223225.214236
4569.0,1,4745242.45203586,4695748.61366645,4825265.43581913,4787563.74344775,4651121.79806486,4762438.0651013,4693969.53504559,4776665.69347658,1686223225.214259
4570.0,1,4743762.85159755,4694234.8573989,4823718.70053862,4786006.50187886,4649574.73445769,4760904.80463519,4692468.47536202,4775134.57562865,1686223225.214284
4571.0,1,4743739.7717696,4694222.39311519,4823739.14269936,4786003.65994965,4649559.73707162,4760879.50192168,4692445.86084181,4775113.15680775,1686223225.214308
4572.0,1,4743937.43583787,4694420.66678619,4823924.80916832,4786198.31522262,4649769.8425944,4761102.48188198,4692688.02377041,4775327.66370138,1686223225.214333
4573.0,1,4743797.96058013,4694315.99208115,4823787.65405962,4786054.20704861,4649607.82200719,4760955.89886048,4692524.35542951,4775171.29963236,1686223225.214358
4574.0,1,4743900.56144582,4694400.46255778,4823872.07055791,4786160.84063348,4649704.0855732,4761041.07896673,4692563.09982026,4775263.19087414,1686223225.214385
4575.0,1,4743910.21369865,4694416.59292159,4823901.29430237,4786186.05684914,4649728.39236239,4761050.03382889,4692534.62634629,4775278.55021772,1686223225.214413
4576.0,1,4744262.98585702,4694754.20219463,4824256.39852657,4786572.32559504,4650123.4005073,4761459.21130394,4692993.21167065,4775668.86612937,1686223225.214441
4577.0,1,4744256.3009411,4694777.7742395,4824266.38350772,4786559.85404169,4650093.7770641,4761457.27761552,4693047.09934637,4775672.08509043,1686223225.214471
4578.0,1,4744159.13031446,4694684.52066236,4824132.09699986,4786412.41230025,4649942.59133633,4761316.11501557,4692924.74469281,4775553.9339809,1686223225.214502
4579.0,1,4744512.14281745,4695065.62745685,4824501.44584234,4786766.48318147,4650290.14841359,4761657.63740981,4693239.34252298,4775899.88702244,1686223225.215172
4580.0,1,4743664.22705348,4694239.96012839,4823712.06961782,4785989.6260975,4649514.14382888,4760840.68217027,4692421.94389541,4775061.45189123,1686223225.215207
4581.0,1,4743834.87228108,4694411.60257652,4823857.11391793,4786102.00957604,4649644.66913194,4760963.32123309,4692498.96882311,4775189.83053411,1686223225.215239
4582.0,1,4743714.5806943,4694273.51868511,4823718.73469379,4785941.13846695,4649456.75735123,4760778.8964755,4692309.5994187,4775073.4680338,1686223225.215271
4583.0,1,4743956.39979846,4694497.92356537,4823991.22719401,4786251.26449068,4649762.72642216,4761072.42365342,4692618.22230957,4775352.38470532,1686223225.215312
4584.0,1,4743868.30114171,4694403.36952936,4823885.184296,4786143.91804221,4649660.14957649,4760984.98276883,4692531.59994244,4775261.56216569,1686223225.215367
4585.0,1,4744029.76254495,4694568.59842902,4824046.19437376,4786286.01172162,4649800.08931289,4761125.94864335,4692665.53363702,4775404.17847921,1686223225.215411
4586.0,1,4744068.35141629,4694580.76598098,4824057.54821734,4786324.37560049,4649852.99959459,4761181.64578153,4692738.41692258,4775455.0428042,1686223225.21545
4587.0,1,4744176.47964143,4694678.73996196,4824124.28056503,4786396.01720311,4649946.62928916,4761296.71338828,4692835.90274495,4775550.32612402,1686223225.21549
4588.0,1,4742841.17296893,4693369.51789568,4822803.31729702,4785049.0019907,4648579.72803398,4759909.46585204,4691393.11802202,4774163.76126428,1686223225.215528
4589.0,1,4742763.38483833,4693299.73942306,4822772.56951401,4785002.99987313,4648532.8036919,4759829.80234819,4691308.84878288,4774066.8029571,1686223225.261388
4590.0,1,4743928.63520287,4694473.22786687,4823940.04292338,4786164.34555353,4649671.62913993,4760984.54531979,4692497.51270484,4775255.91071093,1686223225.261416
4591.0,1,4745316.89619026,4695871.0422399,4825326.88103027,4787548.87916766,4651077.16721263,4762412.82623881,4693971.51805583,4776701.20443856,1686223225.261437
4592.0,1,4744386.15049816,4694933.06125282,4824422.20004726,4786683.6102073,4650219.44056043,4761541.63003815,4693125.83330682,4775803.61596694,1686223225.26146
4593.0,1,4744282.64501913,4694832.77381063,4824321.092927,4786595.32909234,4650138.16925245,4761446.84869933,4693005.26139293,4775715.93121051,1686223225.261484
4594.0,1,4744069.99337254,4694586.37516751,4824077.3816445,4786352.72741009,4649907.83202742,4761227.33526039,4692788.99369972,4775512.96670504,1686223225.26158
4595.0,1,4744135.24751036,4694657.25897337,4824137.25033672,4786411.16390759,4649972.13540445,4761312.76071714,4692894.07975321,4775579.97762576,1686223225.261607
4596.0,1,4742532.0642096,4693079.49227897,4822553.24562086,4784787.89673567,4648303.71899169,4759627.95793879,4691107.48510407,4773894.98422117,1686223225.261632
4597.0,1,4744245.04489475,4694741.37558149,4824219.91931499,4786483.16167688,4650023.43753651,4761362.86969947,4692866.97593896,4775619.47831139,1686223225.261661
4598.0,1,4744842.09169435,4695341.20938437,4824823.03293083,4787105.3244872,4650636.36343827,4761994.38820609,4693510.43704614,4776276.91018848,1686223225.261692
4599.0,1,4745372.80067854,4695886.98567962,4825381.08549559,4787676.41727205,4651204.42043633,4762567.52679528,4694130.28927954,4776847.40091942,1686223225.261724
4600.0,1,4743940.31982368,4694477.27308151,4823959.63931714,4786252.14953346,4649779.91128414,4761129.12232312,4692692.14630284,4775412.59854918,1686223225.26176
4601.0,1,4743288.97500998,4693833.36310244,4823301.67923025,4785604.83700206,4649101.85317932,4760417.40938627,4691922.42733719,4774700.38583217,1686223225.261792
4602.0,1,4743624.89668065,4694163.54792393,4823644.86470047,4785914.85513969,4649411.60073492,4760730.37200038,4692230.68162403,4775026.69065149,1686223225.261825
4603.0,1,4744099.66087006,4694622.13270271,4824118.64222926,4786376.93525538,4649892.89583826,4761244.13458362,4692785.79775241,4775529.70464357,1686223225.261893
4604.0,1,4743774.00102453,4694301.69525818,4823810.04288324,4786064.770839,4649574.98083141,4760943.36804741,4692478.81961247,4775212.28872417,1686223225.261928
4605.0,1,4744198.04111784,4694719.17927292,4824228.08007102,4786513.59286827,4650048.13435162,4761418.00036987,4692975.43586021,4775675.12168384,1686223225.261961
4606.0,1,4744467.13898314,4694998.87735693,4824469.04672065,4786760.56415356,4650291.38875194,4761654.15326577,4693182.38223763,4775939.02202538,1686223225.261996
4607.0,1,4744090.64477029,4694633.45933393,4824067.46117336,4786349.38253225,4649888.47082454,4761233.27219706,4692748.08484969,4775534.74428929,1686223225.307812
4608.0,1,4743967.88549162,4694490.40072292,4823960.03902312,4786232.35038621,4649772.03289791,4761109.37146498,4692637.69337685,4775407.41905877,1686223225.307837
4609.0,1,4744589.75874176,4695075.54358404,4824553.01207948,4786839.41717199,4650405.0402978,4761755.06687919,4693331.98909414,4776073.11270611,1686223225.307857
4610.0,1,4743604.66705034,4694110.67537265,4823591.11353099,4785861.88565198,4649399.22974057,4760729.50647934,4692313.21431529,4775059.59574831,1686223225.307877
4611.0,1,4744054.73181613,4694549.76229778,4824051.18917979,4786327.77897495,4649863.56514349,4761161.41975742,4692761.35093696,4775480.77448861,1686223225.307899
4612.0,1,4743882.37669615,4694370.32489263,4823872.03079362,4786183.80890001,4649766.07890878,4761082.41742345,4692694.5154655,4775361.92317816,1686223225.307921
4613.0,1,4742284.03619303,4692832.80791243,4822284.47515971,4784538.82303022,4648079.51215058,4759382.90838204,4690955.51858247,4773665.97302995,1686223225.307944
4614.0,1,4737541.61801978,4688144.81708533,4817596.07252846,4779796.91880106,4643273.70591758,4754498.85130355,4685902.55551499,4768697.66784792,1686223225.307968
4615.0,1,4741659.31680332,4692240.96747662,4821681.94063973,4783896.92780716,4647389.45437693,4758591.59266803,4689943.90765163,4772798.10059927,1686223225.307994
4616.0,1,4746065.16491394,4696593.30716484,4826085.44140935,4788373.8245502,4651937.80398687,4763182.3051462,4694640.47785277,4777404.32766931,1686223225.308019
4617.0,1,4746695.25434686,4697244.63403984,4826734.44324092,4789029.35680928,4652614.79166088,4763895.71861794,4695385.33815207,4778148.65343375,1686223225.308048
4618.0,1,4745828.87620753,4696358.74701061,4825820.63891255,4788125.10021105,4651721.91423283,4763019.1855514,4694562.17941912,4777309.81881318,1686223225.308075
4619.0,1,4745116.33296274,4695677.19562195,4825140.66199198,4787410.41423417,4650997.39103977,4762308.66918095,4693866.06451934,4776612.66837875,1686223225.308116
4620.0,1,4744257.33632114,4694812.15321427,4824285.13911581,4786532.22504151,4650090.68428178,4761404.12394527,4692936.93698448,4775733.06149406,1686223225.308149
4621.0,1,4744069.06735552,4694619.9883399,4824115.13665979,4786366.94333834,4649910.42257072,4761221.6709896,4692784.8623611,4775567.902551,1686223225.30818
4622.0,1,4743196.57027114,4693761.95135154,4823280.35910746,4785529.90990428,4649030.90909198,4760297.73359765,4691844.08852676,4774653.62976891,1686223225.308213
4623.0,1,4744906.63106987,4695431.64470202,4824976.53936841,4787279.86382046,4650821.68622674,4762083.73663678,4693686.22842359,4776433.22113759,1686223225.308269
4624.0,1,4747663.7493776,4698144.75799116,4827673.6002493,4790008.15232495,4653588.40226035,4764911.97618128,4696612.96227305,4779312.99043539,1686223225.308307
4625.0,1,4745738.52080181,4696232.44415706,4825745.34885933,4788071.80104834,4651654.96180533,4763018.43405078,4694768.85398567,4777409.47437946,1686223225.308342
4626.0,1,4742608.74198004,4693130.56860689,4822603.60067124,4784874.64485351,4648403.36067668,4759752.97764934,4691421.87906008,4774120.31778141,1686223225.309116
4627.0,1,4742778.64938679,4693280.65730702,4822793.54201947,4785071.04374437,4648590.79099781,4759933.15151305,4691632.34259142,4774248.20486536,1686223225.309158
4628.0,1,4743053.5844273,4693579.76533886,4823087.44352946,4785358.49214146,4648864.27917094,4760203.3939742,4691885.8111682,4774495.36611625,1686223225.309204
4629.0,1,4743958.7628633,4694489.21553325,4823961.42421633,4786251.76197707,4649763.61305091,4761076.76044076,4692737.66808833,4775392.57169986,1686223225.309245
4630.0,1,4744031.77086796,4694530.7697207,4823996.51119501,4786312.21891572,4649857.34676603,4761168.76499719,4692833.4542491,4775502.24241058,1686223225.309286
4631.0,1,4744235.15189449,4694771.12378365,4824221.42813716,4786505.83687793,4650050.68878486,4761383.85543233,4693077.2128352,4775727.59877604,1686223225.309332
4632.0,1,4744027.15984511,4694586.90216163,4824013.95242268,4786282.76942329,4649788.72195115,4761090.76073195,4692743.99920166,4775462.4774964,1686223225.309377
4633.0,1,4744618.45292803,4695151.15794184,4824583.89933486,4786916.30459127,4650450.21298458,4761746.17059518,4693389.29530853,4776085.74994059,1686223225.309419
4634.0,1,4745440.17766808,4695972.10630939,4825394.93720643,4787735.85047019,4651289.09564375,4762592.17645314,4694251.43823952,4776953.0175525,1686223225.30947
4635.0,1,4744759.7418709,4695286.72141616,4824727.95793895,4787054.80295137,4650619.64041386,4761930.94417954,4693628.6325375,4776272.07987237,1686223225.355122
4636.0,1,4743801.04411411,4694337.18890649,4823788.85142221,4786086.09261937,4649631.28016081,4760955.35236294,4692668.22621046,4775296.87695703,1686223225.355151
4637.0,1,4743663.08534358,4694228.43526758,4823676.92539801,4785962.8111993,4649506.60011455,4760828.97345263,4692525.11957515,4775151.6864097,1686223225.35517
4638.0,1,4743569.82038344,4694145.77962444,4823635.45225294,4785869.6517759,4649416.00380895,4760735.73651985,4692407.02044602,4775055.45744704,1686223225.35519
4639.0,1,4743896.36024337,4694479.49042623,4823984.25187009,4786218.88613074,4649748.53269846,4761064.54792613,4692726.10947403,4775386.40931898,1686223225.35521
4640.0,1,4743816.21584449,4694392.32214434,4823870.08481397,4786107.93355301,4649628.81255145,4760931.57418137,4692540.3450899,4775273.169502,1686223225.355233
4641.0,1,4744287.55967134,4694822.45440663,4824299.79158149,4786589.2879975,4650132.35994151,4761422.90508894,4693079.11444855,4775767.75535965,1686223225.355255
4642.0,1,4744067.01318108,4694607.8239561,4824064.18566706,4786313.50328685,4649835.09398134,4761109.32673891,4692756.65905077,4775507.39506491,1686223225.355278
4643.0,1,4744474.16595258,4694995.42947965,4824472.12061605,4786689.51718407,4650199.67912288,4761465.85448698,4693107.58514683,4775891.05836041,1686223225.355301
4644.0,1,4744780.42976577,4695269.26759952,4824772.33184333,4787032.63247782,4650572.45789535,4761864.76497246,4693565.50924262,4776262.67822122,1686223225.355326
4645.0,1,4744396.62906146,4694927.49608319,4824416.73979465,4786673.19746716,4650201.92901602,4761512.01918007,4693195.79738278,4775899.64269154,1686223225.355352
4646.0,1,4743632.25196815,4694173.67304906,4823646.28324107,4785884.55588878,4649403.45507072,4760700.30109563,4692369.38183948,4775095.96931591,1686223225.355379
4647.0,1,4743823.84466039,4694365.53528553,4823843.02762472,4786071.87721591,4649564.67992706,4760825.07834461,4692463.69695444,4775236.79971801,1686223225.355407
4648.0,1,4743794.26766257,4694302.62361699,4823764.99397476,4786060.0236842,4649578.60012302,4760823.49178004,4692431.67779882,4775254.80113402,1686223225.355443
4649.0,1,4744228.8698407,4694723.75404553,4824176.94981719,4786481.77344117,4650019.23743251,4761262.07671936,4692917.79386713,4775697.0263786,1686223225.355474
4650.0,1,4744060.15614503,4694562.71488106,4824027.54897043,4786305.79860667,4649857.76607151,4761115.86159267,4692808.47970118,4775550.94159165,1686223225.355509
4651.0,1,4744209.35670465,4694751.42743735,4824222.78865235,4786479.23630843,4650022.82526976,4761278.33375477,4692962.96980104,4775703.40775554,1686223225.355541
4652.0,1,4744126.05350335,4694672.74420662,4824132.67263494,4786425.12211765,4649937.31321502,4761191.63648991,4692866.92074739,4775616.02253131,1686223225.355576
4653.0,1,4744400.95167566,4694945.2410185,4824392.69812741,4786680.36564034,4650202.75164671,4761481.18973655,4693192.69945403,4775897.05686218,1686223225.35561
4654.0,1,4744172.8836103,4694739.29720122,4824181.20878605,4786419.84442106,4649953.80698331,4761228.68503827,4692923.18404055,4775650.14006153,1686223225.355648
4655.0,1,4744218.97941327,4694775.56714695,4824255.94229819,4786489.60885939,4649981.50223863,4761214.37707533,4692844.08652677,4775644.64408766,1686223225.355705
4656.0,1,4744316.46866616,4694809.21142452,4824346.95200115,4786624.63700135,4650145.96300176,4761384.26599694,4693043.62786642,4775803.89961054,1686223225.355741
4657.0,1,4743996.81210326,4694493.6715209,4824031.6214993,4786313.750466,4649839.80499727,4761101.07647469,4692763.12791464,4775514.054543,1686223225.35578
4658.0,1,4743858.0063192,4694404.83302562,4823903.07073606,4786159.35091535,4649656.20910576,4760892.9778749,4692530.15726181,4775319.96306595,1686223225.355819
4659.0,1,4744146.27535547,4694702.80518174,4824194.157266,4786458.68463319,4649952.42344315,4761174.85645469,4692830.460574,4775600.83281239,1686223225.401043
4660.0,1,4744006.88554935,4694562.88353889,4824049.62255138,4786327.53299174,4649815.54733295,4761011.80966392,4692672.52638851,4775440.03018428,1686223225.401072
4661.0,1,4744180.30108309,4694731.50523589,4824186.07197221,4786478.96732718,4649977.90236586,4761163.38645331,4692819.79860811,4775598.16525784,1686223225.401094
4662.0,1,4744119.831606,4694646.30451022,4824118.02014183,4786387.47007421,4649916.75020246,4761095.1047944,4692743.97618224,4775549.06395014,1686223225.401117
4663.0,1,4744046.89336659,4694568.88829351,4824090.14539524,4786360.8184248,4649882.82625561,4761054.95767523,4692699.98523706,4775508.97742978,1686223225.40114
4664.0,1,4743979.67286943,4694502.43458101,4824024.47749881,4786315.14023337,4649813.45763141,4760970.12019383,4692571.44889112,4775430.09776524,1686223225.401164
4665.0,1,4744082.55177011,4694590.81053782,4824092.28952174,4786389.19191069,4649914.95332586,4761077.30724659,4692672.56863475,4775523.35009253,1686223225.401188
4666.0,1,4743978.26333593,4694499.23761422,4823983.42960579,4786277.10640111,4649823.52647293,4760987.50508712,4692530.81961189,4775420.29084919,1686223225.401213
4667.0,1,4744132.22966631,4694675.54443614,4824136.33134453,4786437.40021318,4649993.446246,4761176.20341831,4692768.42858263,4775598.19148043,1686223225.401893
4668.0,1,4744020.65228675,4694598.62940442,4824058.9596148,4786323.025062,4649845.52458369,4761034.5157556,4692626.63350942,4775471.59110857,1686223225.401921
4669.0,1,4744172.28420247,4694740.44789491,4824201.75469826,4786474.25473477,4649989.42633695,4761181.53764582,4692802.78501465,4775625.80017055,1686223225.401947
4670.0,1,4743768.79057411,4694374.57227163,4823835.96310833,4786092.44389456,4649598.29683948,4760759.36900831,4692375.63339057,4775200.91912544,1686223225.401975
4671.0,1,4744194.21734736,4694780.09554249,4824259.28815662,4786503.10863184,4650001.41494994,4761143.55673984,4692747.35876246,4775584.5073588,1686223225.402008
4672.0,1,4744079.11071209,4694652.81146521,4824116.74290377,4786362.72652982,4649890.80143965,4761044.22014087,4692649.38599731,4775490.61503683,1686223225.402039
4673.0,1,4744223.98084384,4694803.49944543,4824242.25146342,4786496.83756156,4650028.55959136,4761157.36918776,4692722.29309258,4775597.80895853,1686223225.40207
4674.0,1,4744300.79076881,4694872.26063099,4824284.52189001,4786535.54337283,4650049.63900041,4761221.95871454,4692859.05863356,4775691.89574905,1686223225.402102
4675.0,1,4744096.72569105,4694712.51337822,4824126.01350108,4786339.5814347,4649837.39761439,4761008.2028686,4692617.57202188,4775467.53375143,1686223225.40214
4676.0,1,4744137.21230641,4694731.60930037,4824149.06355146,4786375.33747731,4649865.58128285,4761038.92442852,4692674.43531437,4775498.41234876,1686223225.402176
4677.0,1,4744229.23953999,4694822.97464504,4824260.43837844,4786488.9743477,4649975.73141752,4761146.27263993,4692770.34667578,4775598.5447249,1686223225.402232
4678.0,1,4744120.43572969,4694679.34133457,4824142.36732193,4786396.52508904,4649906.24032817,4761068.43665694,4692723.58586876,4775511.88434189,1686223225.402274
4679.0,1,4743996.49881334,4694540.76759026,4824028.12467262,4786282.17899566,4649791.38180682,4760935.95953748,4692549.11333067,4775397.04337122,1686223225.402312
4680.0,1,4744253.53318914,4694768.20277904,4824241.59325858,4786518.93491309,4650044.05848039,4761180.04306166,4692795.97855075,4775669.95158067,1686223225.402349
4681.0,1,4744163.81069351,4694723.68268021,4824190.74721471,4786432.05068772,4649957.00444574,4761103.97765123,4692722.05561919,4775591.69389617,1686223225.446968
4682.0,1,4744018.4426459,4694593.43251424,4824068.81149749,4786285.20573467,4649791.09060365,4760917.16159497,4692533.81462978,4775419.88228888,1686223225.446996
4683.0,1,4744157.94577391,4694728.7846107,4824176.8879775,4786404.18570794,4649910.47288344,4761031.04618979,4692631.05511803,4775543.87575945,1686223225.447015
4684.0,1,4744236.29346664,4694772.2597048,4824215.3823507,4786495.02688146,4650025.1648378,4761152.52622433,4692776.19362678,4775646.64326192,1686223225.447067
4685.0,1,4744325.40717833,4694868.15091786,4824300.15950037,4786582.67107811,4650116.63356859,4761272.69230637,4692927.37555861,4775755.6595748,1686223225.447089
4686.0,1,4744020.62658739,4694586.19774202,4824031.61741391,4786279.45336807,4649814.32826055,4760984.43774499,4692613.13757494,4775460.90014687,1686223225.447111
4687.0,1,4744106.49681833,4694682.51978496,4824131.67408833,4786359.46999432,4649891.64470131,4761042.66406413,4692586.68903656,4775517.05664247,1686223225.447134
4688.0,1,4744131.83764356,4694683.21184506,4824130.86821159,4786370.29736547,4649909.42041778,4761066.53107355,4692660.18838126,4775552.41487738,1686223225.447157
4689.0,1,4744148.75050294,4694729.94632129,4824175.52252206,4786386.95926951,4649900.34649894,4761040.55252114,4692632.51100796,4775539.3115488,1686223225.447181
4690.0,1,4744083.0808263,4694641.47655629,4824126.13823526,4786341.86369298,4649848.08273475,4760990.36335925,4692588.9448661,4775476.44006788,1686223225.447207
4691.0,1,4744026.9193176,4694584.30008013,4824076.22102816,4786316.13600761,4649821.58195739,4760942.15287472,4692525.33570397,4775430.02611818,1686223225.447234
4692.0,1,4744023.43230658,4694587.71242561,4824067.28286493,4786316.03311361,4649825.67677663,4760940.06875617,4692514.21431007,4775416.35222146,1686223225.447261
4693.0,1,4743980.88031662,4694560.04007764,4824021.98058253,4786251.68636167,4649754.10709908,4760871.74271099,4692421.13040241,4775348.63898902,1686223225.447291
4694.0,1,4743932.52081265,4694518.12135975,4823991.41540521,4786188.21190097,4649675.29006628,4760780.26811517,4692302.5054015,4775287.43464647,1686223225.447321
4695.0,1,4744275.54802176,4694850.28871045,4824332.39584515,4786560.61692973,4650062.70503107,4761171.28940883,4692728.6845223,4775673.40378734,1686223225.447351
4696.0,1,4744011.84425454,4694590.73994785,4824036.00621988,4786279.68654681,4649778.03895187,4760897.25465972,4692469.37559852,4775415.36192016,1686223225.447384
4697.0,1,4744099.07817409,4694677.92669885,4824099.56287497,4786352.31659313,4649841.76314835,4760947.38067767,4692501.4133594,4775477.6382039,1686223225.447419
4698.0,1,4744131.80639393,4694681.23757815,4824116.91490513,4786398.89106738,4649906.96875756,4761003.71341077,4692574.00065729,4775516.33057843,1686223225.447457
4699.0,1,4744079.10961882,4694649.48426245,4824095.39066731,4786349.37710369,4649860.64089105,4760945.83389338,4692486.84847868,4775449.76583449,1686223225.447496
4700.0,1,4743986.37482395,4694575.78464388,4824043.4104799,4786252.64363017,4649748.52455721,4760817.20178665,4692332.95740306,4775336.46238311,1686223225.447532
4701.0,1,4744300.49326724,4694886.27608039,4824341.59863252,4786569.26471261,4650079.67760085,4761152.46600944,4692705.51815577,4775671.94305665,1686223225.447569
4702.0,1,4744169.84465936,4694747.79661921,4824204.10322923,4786453.12105929,4649984.67975022,4761072.00788813,4692681.77296958,4775584.48228133,1686223225.447615
4703.0,1,4744101.11225739,4694692.06887067,4824137.82101575,4786366.03343211,4649885.48301145,4760959.93292784,4692532.84998315,4775488.28987388,1686223225.447653
4704.0,1,4744018.95374403,4694572.29809719,4824011.22777481,4786253.42187346,4649792.26894271,4760855.98571777,4692397.14133319,4775387.29291778,1686223225.447712
4705.0,1,4744121.73591536,4694672.03324725,4824120.48665007,4786364.30935315,4649890.47303621,4760955.33783625,4692448.00226018,4775491.29783197,1686223225.494877
4706.0,1,4744137.67133419,4694694.07472517,4824188.81728832,4786446.80947379,4649983.57708959,4761062.65570468,4692591.01769577,4775563.97630024,1686223225.494905
4707.0,1,4744077.40002025,4694651.68365383,4824143.82759196,4786377.53732694,4649900.5320518,4760997.89909957,4692552.74588041,4775497.37405006,1686223225.494924
4708.0,1,4743966.72599475,4694570.30973781,4824043.68062434,4786234.93340678,4649734.24226803,4760815.54163775,4692321.60662381,4775336.67861971,1686223225.494945
4709.0,1,4744269.09273554,4694869.41350623,4824325.4072495,4786535.19649235,4650029.38699653,4761108.14138957,4692636.9366524,4775623.97604471,1686223225.494965
4710.0,1,4744131.33034459,4694711.31040605,4824144.46584453,4786380.68680387,4649888.995785,4760966.17086299,4692530.5903624,4775486.88414404,1686223225.494987
4711.0,1,4744044.8669665,4694638.7627181,4824068.00898605,4786271.38580575,4649743.57289222,4760775.34595811,4692281.28475162,4775347.12300238,1686223225.49501
4712.0,1,4744166.19330228,4694709.87153344,4824197.37023568,4786410.32382028,4649882.5068703,4760892.73876053,4692417.36670653,4775495.91367348,1686223225.495688
4713.0,1,4744248.31569465,4694790.59638937,4824321.67153488,4786555.10074794,4650046.15656833,4761077.25675613,4692652.59782016,4775661.93080577,1686223225.495716
4714.0,1,4744068.93075242,4694628.84249196,4824196.58130308,4786450.20779692,4649959.98554207,4760999.85229935,4692590.37376392,4775550.95261717,1686223225.495741
4715.0,1,4744028.84887668,4694614.3461782,4824164.22057821,4786403.56150301,4649926.49181805,4760972.78023517,4692530.1318238,4775503.56505703,1686223225.495767
4716.0,1,4743863.37221689,4694436.09755215,4823926.17968347,4786131.37532912,4649631.33022278,4760661.55172361,4692149.10289972,4775240.80211247,1686223225.495794
4717.0,1,4744279.63902306,4694836.14537352,4824309.88071226,4786523.05176107,4650030.65431097,4761061.94950182,4692547.83089651,4775639.77062816,1686223225.495835
4718.0,1,4744275.67828655,4694830.67448584,4824287.82672384,4786513.52914436,4650038.07551149,4761091.01145147,4692626.16345187,4775651.60576628,1686223225.495866
4719.0,1,4744218.57472696,4694813.83533372,4824242.43471199,4786457.36640505,4649984.53902395,4761031.6654466,4692540.77555852,4775578.65662817,1686223225.49592
4720.0,1,4744201.22250754,4694772.89851447,4824198.26849442,4786420.77706959,4649949.4528729,4760983.85443539,4692505.75035439,4775538.82119517,1686223225.495957
4721.0,1,4744164.08731348,4694762.21940387,4824189.18144138,4786411.9634802,4649925.20473073,4760933.60580793,4692423.68547573,4775492.54804096,1686223225.495993
4722.0,1,4744133.9827329,4694726.94938775,4824129.25354869,4786330.13219413,4649833.43399685,4760851.92143001,4692357.20439678,4775436.00258375,1686223225.496029
4723.0,1,4744122.20373197,4694722.43690757,4824129.77188636,4786300.62753942,4649776.97076554,4760795.16403066,4692268.60295142,4775390.21792929,1686223225.496065
4724.0,1,4744073.70467656,4694671.23514546,4824079.4559585,4786257.45768757,4649743.77388975,4760748.47804764,4692193.53232359,4775319.82638791,1686223225.496105
4725.0,1,4744233.09243284,4694834.9704717,4824223.17401359,4786414.50308981,4649898.55358494,4760899.02597213,4692334.41609014,4775476.99966919,1686223225.496143
4726.0,1,4744250.91328258,4694833.04348292,4824250.26844688,4786483.03576403,4649990.38310622,4761001.97630041,4692484.41123715,4775537.5828824,1686223225.49618
4727.0,1,4744130.65456682,4694738.70094266,4824181.34417277,4786389.93794694,4649881.54018364,4760884.37743725,4692327.45204811,4775424.15710127,1686223225.496224
4728.0,1,4744148.23467288,4694715.72839016,4824200.36983304,4786425.55040292,4649924.57062307,4760933.71665179,4692399.33793814,4775474.81158864,1686223225.496263
